AccessionNumber,doi,PubMedID,title,authors,source,citations,publicationDate,fieldCode,researchDesign,individualLevelData,firstContact,dateFirstResponse,responseCode,reasons,requirements,reasonsDetail
WOS:000250257100001,https://dx.doi.org/10.1016/j.neuropsychologia.2007.06.015,MEDLINE:17675110,Left Ventrolateral Prefrontal Cortex And The Cognitive Control Of Memory,"BADRE, D;WAGNER, AD",NEUROPSYCHOLOGIA 45 (13): 2883-2901 2007,528,2007,NA,,N,,,,,,
WOS:000250865000001,https://dx.doi.org/,,Mindfulness: Theoretical Foundations And Evidence For Its Salutary Effects,"BROWN, KW;RYAN, RA;CRESWELL, JD",PSYCHOL INQ 18 (4): 211-237 2007,525,2007,NA,,N,,,,,,
WOS:000243285700006,https://dx.doi.org/10.1037/0033-2909.133.1.122,MEDLINE:17201573,Autobiographical Memory Specificity And Emotional Disorder,"WILLIAMS, JMG;BARNHOFER, T;CRANE, C;HERMANS, D;RAES, F;WATKINS, E;DALGLEISH, T",PSYCHOL BULL 133 (1): 122-148 JAN 2007,504,2007,NA,,N,,,,,,
WOS:000243439900015,https://dx.doi.org/10.1016/j.neuropsychologia.2006.06.003,MEDLINE:16854439,Distributed And Interactive Brain Mechanisms During Emotion Face Perception: Evidence From Functional Neuroimaging,"VUILLEUMIER, P;POURTOIS, G",NEUROPSYCHOLOGIA 45 (1): 174-194 2007,499,2007,NA,,N,,,,,,
WOS:000249065500007,https://dx.doi.org/10.1037/0033-2909.133.5.859,MEDLINE:17723033,Sensitive Questions In Surveys,"TOURANGEAU, R;YAN, T",PSYCHOL BULL 133 (5): 859-883 SEP 2007,495,2007,NA,,N,,,,,,
WOS:000243900200014,https://dx.doi.org/10.1146/annurev.psych.56.091103.070145,MEDLINE:16953797,Moral Emotions And Moral Behavior,"TANGNEY, JP;STUEWIG, J;MASHEK, DJ",ANNU REV PSYCHOL 58: 345-372 2007,491,2007,NA,,N,,,,,,
WOS:000246554000039,https://dx.doi.org/10.1126/science.1136930,MEDLINE:17510358,Embodying Emotion,"NIEDENTHAL, PM",SCIENCE 316 (5827): 1002-1005 MAY 18 2007,487,2007,NA,,N,,,,,,
WOS:000247442600018,https://dx.doi.org/10.1097/chi.0b013e318054e724,MEDLINE:17581453,Practice Parameter For The Assessment And Treatment Of Children And Adolescents With Attention-Deficit/Hyperactivity Disorder,"PLISZKA, S;BERNET, W;BUKSTEIN, O;WALTER, HJ;ARNOLD, V;BEITCHMAN, J;BENSON, RS;CHRISMAN, A;FARCHIONE, T;HAMILTON, J;KEABLE, H;KINLAN, J;MCCLELLAN, J;RUE, D;SCHOETTLE, U;SHAW, JA;STOCK, S;PTAKOWSKI, KK;MEDICUS, J",J AMER ACAD CHILD ADOLESC PSY 46 (7): 894-921 JUL 2007,484,2007,NA,,N,,,,,,
WOS:000247277900004,https://dx.doi.org/10.1016/j.tics.2007.04.004,MEDLINE:17481940,Event-Related Potentials And Recognition Memory,"RUGG, MD;CURRAN, T",TRENDS COGN SCI 11 (6): 251-257 JUN 2007,478,2007,NA,,N,,,,,,
WOS:000207450600001,https://dx.doi.org/10.1111/j.1745-6916.2007.00047.x,MEDLINE:26151971,"The Power Of Personality The Comparative Validity Of Personality Traits, Socioeconomic Status, And Cognitive Ability For Predicting Important Life Outcomes","ROBERTS, BW;KUNCEL, NR;SHINER, R;CASPI, A;GOLDBERG, LR",PERSPECT PSYCHOL SCI 2 (4): 313-345 DEC 2007,467,2007,NA,,N,,,,,,
WOS:000255488800002,https://dx.doi.org/10.1146/annurev.clinpsy.3.022806.091432,MEDLINE:17716046,Mediators And Mechanisms Of Change In Psychotherapy Research,"KAZDIN, AE",ANNU REV CLIN PSYCHOL 3: 1-27 2007,467,2007,NA,,N,,,,,,
WOS:000246795900001,https://dx.doi.org/10.1037/0003-066X.62.4.271,MEDLINE:17516773,Racial Microaggressions In Everyday Life - Implications For Clinical Practice,"SUE, DW;CAPODILUPO, CM;TORINO, GC;BUCCERI, JM;HOLDER, AMB;NADAL, KL;ESQUILIN, M",AMER PSYCHOL 62 (4): 271-286 MAY-JUN 2007,460,2007,NA,,N,,,,,,
WOS:000249746800006,https://dx.doi.org/10.1016/j.tics.2007.08.001,MEDLINE:17707683,Imaging Recollection And Familiarity In The Medial Temporal Lobe: A Three-Component Model,"DIANA, RA;YONELINAS, AP;RANGANATH, C",TRENDS COGN SCI 11 (9): 379-386 SEP 2007,460,2007,NA,,N,,,,,,
WOS:000244988200002,https://dx.doi.org/10.1037/1082-989X.12.1.23,MEDLINE:17402810,Bias In Cross-Sectional Analyses Of Longitudinal Mediation,"MAXWELL, SE;COLE, DA",PSYCHOL METHODS 12 (1): 23-44 MAR 2007,457,2007,NA,,N,,,,,,
WOS:000244740600003,https://dx.doi.org/10.1111/j.1469-7610.2006.01714.x,MEDLINE:17355398,Antenatal Maternal Stress And Long-Term Effects On Child Neurodevelopment: How And Why?,"TALGE, NM;NEAL, C;GLOVER, V",J CHILD PSYCHOL PSYCHIAT 48 (3-4): 245-261 MAR-APR 2007,457,2007,NA,,N,,,,,,
WOS:000243452500004,https://dx.doi.org/10.1037/0033-295X.114.1.104,MEDLINE:17227183,The Nature Of Individual Differences In Working Memory Capacity: Active Maintenance In Primary Memory And Controlled Search From Secondary Memory,"UNSWORTH, N;ENGLE, RW",PSYCHOL REV 114 (1): 104-132 JAN 2007,450,2007,NA,,N,,,,,,
WOS:000243452500006,https://dx.doi.org/10.1037/0033-295X.114.1.152,MEDLINE:17227185,Dual-Process Theory And Signal-Detection Theory Of Recognition Memory,"WIXTED, JT",PSYCHOL REV 114 (1): 152-176 JAN 2007,429,2007,NA,,N,,,,,,
WOS:000247752200001,https://dx.doi.org/10.1037/0033-2909.133.4.557,MEDLINE:17592956,"Stigma, Obesity, And The Health Of The Nations Children","PUHL, RM;LATNER, JD",PSYCHOL BULL 133 (4): 557-580 JUL 2007,425,2007,NA,,N,,,,,,
WOS:000244379500007,https://dx.doi.org/10.1016/j.cpr.2006.08.002,MEDLINE:17014942,The Functions Of Deliberate Self-Injury: A Review Of The Evidence,"KLONSKY, ED",CLIN PSYCHOL REV 27 (2): 226-239 MAR 2007,421,2007,NA,,N,,,,,,
WOS:000257991700027,https://dx.doi.org/10.3758/BRM.40.3.879,MEDLINE:18697684,Asymptotic And Resampling Strategies For Assessing And Comparing Indirect Effects In Multiple Mediator Models,"PREACHER, KJ;HAYES, AF",BEHAV RES METHODS 40 (3): 879-891 AUG 2008,7071,2008,NA,,N,,,,,,
WOS:000261651700003,https://dx.doi.org/10.1016/j.jml.2007.12.005,,Mixed-Effects Modeling With Crossed Random Effects For Subjects And Items,"BAAYEN, RH;DAVIDSON, DJ;BATES, DM",J MEM LANG 59 (4): 390-412 NOV 2008,1805,2008,NA,,N,,,,,,
WOS:000253283000023,https://dx.doi.org/10.1146/annurev.psych.59.103006.093639,MEDLINE:17705682,Grounded Cognition,"BARSALOU, LW",ANNU REV PSYCHOL 59: 617-645 2008,1385,2008,NA,,N,,,,,,
WOS:000262000200005,https://dx.doi.org/10.1111/j.1745-6924.2008.00088.x,MEDLINE:26158958,Rethinking Rumination,"NOLEN-HOEKSEMA, S;WISCO, BE;LYUBOMIRSKY, S",PERSPECT PSYCHOL SCI 3 (5): 400-424 SEP 2008,958,2008,NA,,N,,,,,,
WOS:000253283000010,https://dx.doi.org/10.1146/annurev.psych.59.103006.093629,MEDLINE:18154502,"Dual-Processing Accounts Of Reasoning, Judgment, And Social Cognition","EVANS, JSBT",ANNU REV PSYCHOL 59: 255-278 2008,911,2008,NA,,N,,,,,,
WOS:000261651700006,https://dx.doi.org/10.1016/j.jml.2007.11.007,MEDLINE:19884961,Categorical Data Analysis: Away From Anovas (Transformation Or Not) And Towards Logit Mixed Models,"JAEGER, TF",J MEM LANG 59 (4): 434-446 NOV 2008,834,2008,NA,,N,,,,,,
WOS:000254897300005,https://dx.doi.org/10.1016/j.dr.2007.08.002,MEDLINE:18509515,A Social Neuroscience Perspective On Adolescent Risk-Taking,"STEINBERG, L",DEVELOP REV 28 (1): 78-106 MAR 2008,775,2008,NA,,N,,,,,,
WOS:000254898400014,https://dx.doi.org/10.1007/s10464-008-9165-0,MEDLINE:18322790,Implementation Matters: A Review Of Research On The Influence Of Implementation On Program Outcomes And The Factors Affecting Implementation,"DURLAK, JA;DUPRE, EP",AMER J COMMUN PSYCHOL 41 (3-4): 327-350 JUN 2008,767,2008,NA,,N,,,,,,
WOS:000252592700017,https://dx.doi.org/10.1111/j.1469-8986.2007.00602.x,MEDLINE:17850238,Influence Of Cognitive Control And Mismatch On The N2 Component Of The Erp: A Review,"FOLSTEIN, JR;VAN PETTEN, C",PSYCHOPHYSIOLOGY 45 (1): 152-170 JAN 2008,719,2008,NA,,N,,,,,,
WOS:000257446800012,https://dx.doi.org/10.1037/0278-6133.27.3.379,MEDLINE:18624603,A Taxonomy Of Behavior Change Techniques Used In Interventions,"ABRAHAM, C;MICHIE, S",HEALTH PSYCHOL 27 (3): 379-387 MAY 2008,697,2008,NA,,N,,,,,,
WOS:000255649100002,https://dx.doi.org/10.1146/annurev.clinpsy.3.022806.091415,MEDLINE:18509902,Ecological Momentary Assessment,"SHIFFMAN, S;STONE, AA;HUFFORD, MR",ANNU REV CLIN PSYCHOL 4: 1-32 2008,660,2008,NA,,N,,,,,,
WOS:000253471300001,https://dx.doi.org/10.1037/0033-2909.134.2.163,MEDLINE:18298268,Constructive And Unconstructive Repetitive Thought,"WATKINS, ER",PSYCHOL BULL 134 (2): 163-206 MAR 2008,592,2008,NA,,N,,,,,,
WOS:000253049800012,https://dx.doi.org/10.1176/appi.ajp.2007.07010042,MEDLINE:18172019,"The Matrics Consensus Cognitive Battery, Part 1: Test Selection, Reliability, And Validity","NUECHTERLEIN, KH;GREEN, MF;KERN, RS;BAADE, LE;BARCH, DM;COHEN, JD;ESSOCK, S;FENTON, WS;FRESE, FJ;GOLD, JM;GOLDBERG, T;HEATON, RK;KEEFE, RSE;KRAEMER, H;MESHOLAM-GATELY, R;SEIDMAN, LJ;STOVER, E;WEINBERGER, DR;YOUNG, AS;ZALCMAN, S;MARDER, SR",AMER J PSYCHIAT 165 (2): 203-213 FEB 2008,562,2008,NA,,N,,,,,,
WOS:000252005800002,https://dx.doi.org/10.1037/0033-2909.134.1.31,MEDLINE:18193994,Executive Function In Preschoolers: A Review Using An Integrative Framework,"GARON, N;BRYSON, SE;SMITH, IM",PSYCHOL BULL 134 (1): 31-60 JAN 2008,527,2008,NA,,N,,,,,,
WOS:000254730700001,https://dx.doi.org/10.1016/j.biopsycho.2007.11.006,MEDLINE:18164800,Affective Picture Processing: An Integrative Review Of Erp Findings,"OLOFSSON, JK;NORDIN, S;SEQUEIRA, H;POLICH, J",BIOL PSYCHOL 77 (3): 247-265 MAR 2008,517,2008,NA,,N,,,,,,
WOS:000259270200001,https://dx.doi.org/10.1111/j.1467-8624.2008.01184.x,MEDLINE:18826521,"Direct And Indirect Aggression During Childhood And Adolescence: A Meta-Analytic Review Of Gender Differences, Intercorrelations, And Relations To Maladjustment","CARD, NA;STUCKY, BD;SAWALANI, GM;LITTLE, TD",CHILD DEVELOP 79 (5): 1185-1229 SEP-OCT 2008,495,2008,NA,,N,,,,,,
WOS:000253570100011,https://dx.doi.org/10.1007/s10464-007-9156-6,MEDLINE:18157631,"Community Resilience As A Metaphor, Theory, Set Of Capacities, And Strategy For Disaster Readiness","NORRIS, FH;STEVENS, SP;PFEFFERBAUM, B;WYCHE, KF;PFEFFERBAUM, RL",AMER J COMMUN PSYCHOL 41 (1-2): 127-150 MAR 2008,479,2008,NA,,N,,,,,,
WOS:000254446700006,https://dx.doi.org/10.1016/j.joep.2007.09.001,,Do We Really Know What Makes Us Happy? A Review Of The Economic Literature On The Factors Associated With Subjective Well-Being,"DOLAN, P;PEASGOOD, T;WHITE, M",J ECON PSYCH 29 (1): 94-122 FEB 2008,471,2008,NA,,N,,,,,,
WOS:000255527100005,https://dx.doi.org/10.1016/j.tics.2008.01.001,MEDLINE:18262825,A Dual-Networks Architecture Of Top-Down Control,"DOSENBACH, NUF;FAIR, DA;COHEN, AL;SCHLAGGAR, BL;PETERSEN, SE",TRENDS COGN SCI 12 (3): 99-105 MAR 2008,469,2008,NA,,N,,,,,,
WOS:000255469200009,https://dx.doi.org/10.1016/j.tics.2008.01.005,MEDLINE:18329323,Cognitive-Emotional Interactions - Attention Regulation And Monitoring In Meditation,"LUTZ, A;SLAGTER, HA;DUNNE, JD;DAVIDSON, RJ",TRENDS COGN SCI 12 (4): 163-169 APR 2008,468,2008,NA,,N,,,,,,
WOS:000254731700002,https://dx.doi.org/10.1016/j.neuropsychologia.2007.10.005,MEDLINE:18037456,Two Visual Systems Re-Viewed,"MILNER, AD;GOODALE, MA",NEUROPSYCHOLOGIA 46 (3): 774-785 2008,466,2008,NA,,N,,,,,,
WOS:000253283000011,https://dx.doi.org/10.1146/annurev.psych.59.103006.093625,MEDLINE:17550343,Putting The Altruism Back Into Altruism: The Evolution Of Empathy,"DE WAAL, FBM",ANNU REV PSYCHOL 59: 279-300 2008,431,2008,NA,,N,,,,,,
WOS:000253283000002,https://dx.doi.org/10.1146/annurev.psych.59.103006.093548,MEDLINE:18154498,Addiction And The Brain Antireward System,"KOOB, GF;LE MOAL, M",ANNU REV PSYCHOL 59: 29-53 2008,429,2008,NA,,N,,,,,,
WOS:000259296400001,https://dx.doi.org/10.1002/mpr.256,MEDLINE:18763692,"The Netherlands Study Of Depression And Anxiety (Nesda): Rationale, Objectives And Methods","PENNINX, BWJH;BEEKMAN, ATF;SMIT, JH;ZITMAN, FG;NOLEN, WA;SPINHOVEN, P;CUIJPERS, P;DE JONG, PJ;VAN MARWIJK, HWJ;ASSENDELFT, WJJ;VAN DER MEER, K;VERHAAK, P;WENSING, M;DE GRAAF, R;HOOGENDIJK, WJ;ORMEL, J;VAN DYCK, R",INT J METH PSYCHIATR RES 17 (3): 121-140 SEP 2008,425,2008,NA,,N,,,,,,
WOS:000262615800022,https://dx.doi.org/10.1146/annurev.psych.58.110405.085530,MEDLINE:18652544,Missing Data Analysis: Making It Work In The Real World,"GRAHAM, JW",ANNU REV PSYCHOL 60: 549-576 2009,1262,2009,NA,,N,,,,,,
WOS:000263657000006,https://dx.doi.org/10.1097/PSY.0b013e3181907c1b,MEDLINE:19188531,"Associations Of Depression With C-Reactive Protein, Il-1, And Il-6: A Meta-Analysis","HOWREN, MB;LAMKIN, DM;SULS, J",PSYCHOSOM MED 71 (2): 171-186 FEB-MAR 2009,765,2009,NA,,N,,,,,,
WOS:000265277800009,https://dx.doi.org/10.1093/schbul/sbp006,MEDLINE:19325164,The Dopamine Hypothesis Of Schizophrenia: Version Iii - The Final Common Pathway,"HOWES, OD;KAPUR, S",SCHIZOPHRENIA BULL 35 (3): 549-562 MAY 2009,718,2009,NA,,N,,,,,,
WOS:000268088400043,https://dx.doi.org/10.3758/BRM.41.3.924,MEDLINE:19587209,Computational Procedures For Probing Interactions In Ols And Logistic Regression: Spss And Sas Implementations,"HAYES, AF;MATTHES, J",BEHAV RES METHODS 41 (3): 924-936 AUG 2009,718,2009,NA,,N,,,,,,
WOS:000271254200005,https://dx.doi.org/10.1037/a0017376,MEDLINE:19883141,Beyond Diathesis Stress: Differential Susceptibility To Environmental Influences,"BELSKY, J;PLUESS, M",PSYCHOL BULL 135 (6): 885-908 NOV 2009,684,2009,NA,,N,,,,,,
WOS:000262434000003,https://dx.doi.org/10.1007/s10865-008-9185-0,MEDLINE:19030981,Discrimination And Racial Disparities In Health: Evidence And Needed Research,"WILLIAMS, DR;MOHAMMED, SA",J BEHAV MED 32 (1): 20-47 FEB 2009,684,2009,NA,,N,,,,,,
WOS:000267189200001,https://dx.doi.org/10.1016/j.neuropsychologia.2009.03.004,MEDLINE:19467352,Cognitive Reserve,"STERN, Y",NEUROPSYCHOLOGIA 47 (10): 2015-2028 AUG 2009,675,2009,NA,,N,,,,,,
WOS:000267170000002,https://dx.doi.org/10.1037/a0015575,MEDLINE:19586237,Understanding And Using The Implicit Association Test: Iii. Meta-Analysis Of Predictive Validity,"GREENWALD, AG;POEHLMAN, TA;UHLMANN, EL;BANAJI, MR",J PERSONAL SOC PSYCHOL 97 (1): 17-41 JUL 2009,668,2009,NA,,N,,,,,,
WOS:000262615800008,https://dx.doi.org/10.1146/annurev.psych.59.103006.093656,MEDLINE:19035823,The Adaptive Brain: Aging And Neurocognitive Scaffolding,"PARK, DC;REUTER-LORENZ, P",ANNU REV PSYCHOL 60: 173-196 2009,666,2009,NA,,N,,,,,,
WOS:000267336300003,https://dx.doi.org/10.1037/a0016059,MEDLINE:19586161,Perceived Discrimination And Health: A Meta-Analytic Review,"PASCOE, EA;RICHMAN, LS",PSYCHOL BULL 135 (4): 531-554 JUL 2009,664,2009,NA,,N,,,,,,
WOS:000263402200001,https://dx.doi.org/10.1017/S0033291708003814,MEDLINE:18606047,A Systematic Review And Meta-Analysis Of The Psychosis Continuum: Evidence For A Psychosis Proneness-Persistence-Impairment Model Of Psychotic Disorder,"VAN OS, J;LINSCOTT, RJ;MYIN-GERMEYS, I;DELESPAUL, P;KRABBENDAM, L",PSYCHOL MED 39 (2): 179-195 FEB 2009,597,2009,NA,,N,,,,,,
WOS:000264915700001,https://dx.doi.org/10.3758/PBR.16.2.225,MEDLINE:19293088,Bayesian T Tests For Accepting And Rejecting The Null Hypothesis,"ROUDER, JN;SPECKMAN, PL;SUN, DC;MOREY, RD;IVERSON, G",PSYCHONOMIC BULL REV 16 (2): 225-237 APR 2009,577,2009,NA,,N,,,,,,
WOS:000266031300006,https://dx.doi.org/10.1111/j.1745-6924.2009.01125.x,MEDLINE:26158964,"Puzzlingly High Correlations In Fmri Studies Of Emotion, Personality, And Social Cognition","VUL, E;HARRIS, C;WINKIELMAN, P;PASHLER, H",PERSPECT PSYCHOL SCI 4 (3): 274-290 MAY 2009,517,2009,NA,,N,,,,,,
WOS:000267463700001,https://dx.doi.org/10.1080/17470210902816461,MEDLINE:19449261,"Eye Movements And Attention In Reading, Scene Perception, And Visual Search","RAYNER, K",QUART J EXP PSYCHOL 62 (8): 1457-1506 2009,516,2009,NA,,N,,,,,,
WOS:000271193000002,https://dx.doi.org/,MEDLINE:19949718,Functional Atlas Of Emotional Faces Processing: A Voxel-Based Meta-Analysis Of 105 Functional Magnetic Resonance Imaging Studies,"FUSAR-POLI, P;PLACENTINO, A;CARLETTI, F;LANDI, P;ALLEN, P;SURGULADZE, S;BENEDETTI, F;ABBAMONTE, M;GASPAROTTI, R;BARALE, F;PEREZ, J;MCGUIRE, P;POLITI, P",J PSYCHIATR NEUROSCI 34 (6): 418-432 NOV 2009,468,2009,NA,,N,,,,,,
WOS:000271930000002,https://dx.doi.org/10.3758/BRM.41.4.977,MEDLINE:19897807,Moving Beyond Kucera And Francis: A Critical Evaluation Of Current Word Frequency Norms And The Introduction Of A New And Improved Word Frequency Measure For American English,"BRYSBAERT, M;NEW, B",BEHAV RES METHODS 41 (4): 977-990 NOV 2009,453,2009,NA,,N,,,,,,
WOS:000270927100014,https://dx.doi.org/10.1037/a0015808,,An Effect Size Primer: A Guide For Clinicians And Researchers,"FERGUSON, CJ",PROF PSYCHOL-RES PRACT 40 (5): 532-538 OCT 2009,446,2009,NA,,N,,,,,,
WOS:000262615800028,https://dx.doi.org/10.1146/annurev.psych.60.110707.163514,MEDLINE:18771388,The Social Brain: Neural Basis Of Social Knowledge,"ADOLPHS, R",ANNU REV PSYCHOL 60: 693-716 2009,418,2009,NA,,N,,,,,,
WOS:000275042900002,https://dx.doi.org/,MEDLINE:20194822,"Overweight, Obesity, And Depression A Systematic Review And Meta-Analysis Of Longitudinal Studies","LUPPINO, FS;DE WIT, LM;BOUVY, PF;STIJNEN, T;CUIJPERS, P;PENNINX, BWJH;ZITMAN, FG",ARCH GEN PSYCHIAT 67 (3): 220-229 MAR 2010,754,2010,NA,,N,,,,,,
WOS:000274319600007,https://dx.doi.org/10.1016/j.cpr.2009.11.004,MEDLINE:20015584,Emotion-Regulation Strategies Across Psychopathology: A Meta-Analytic Review,"ALDAO, A;NOLEN-HOEKSEMA, S;SCHWEIZER, S",CLIN PSYCHOL REV 30 (2): 217-237 MAR 2010,712,2010,NA,,N,,,,,,
WOS:000276572800004,https://dx.doi.org/10.1037/a0018555,MEDLINE:20350028,The Effect Of Mindfulness-Based Therapy On Anxiety And Depression: A Meta-Analytic Review,"HOFMANN, SG;SAWYER, AT;WITT, AA;OH, D",J CONSULT CLIN PSYCHOL 78 (2): 169-183 APR 2010,659,2010,NA,,N,,,,,,
WOS:000276928600005,https://dx.doi.org/10.1037/a0018963,MEDLINE:20438233,Construal-Level Theory Of Psychological Distance,"TROPE, Y;LIBERMAN, N",PSYCHOL REV 117 (2): 440-463 APR 2010,643,2010,NA,,N,,,,,,
WOS:000277237100009,https://dx.doi.org/10.1176/appi.ajp.2010.09101452,MEDLINE:20231323,Genetic Sensitivity To The Environment: The Case Of The Serotonin Transporter Gene And Its Implications For Studying Complex Diseases And Traits,"CASPI, A;HARIRI, AR;HOLMES, A;UHER, R;MOFFITT, TE",AMER J PSYCHIAT 167 (5): 509-527 MAY 2010,609,2010,NA,,N,,,,,,
WOS:000280389800001,https://dx.doi.org/10.1016/j.genhosppsych.2010.03.006,MEDLINE:20633738,"The Patient Health Questionnaire Somatic, Anxiety, And Depressive Symptom Scales: A Systematic Review","KROENKE, K;SPITZER, RL;WILLIAMS, JBW;LOWE, B",GEN HOSP PSYCHIAT 32 (4): 345-359 JUL-AUG 2010,553,2010,NA,,N,,,,,,
WOS:000279187100004,https://dx.doi.org/10.1037/a0019486,MEDLINE:20565167,Ego Depletion And The Strength Model Of Self-Control: A Meta-Analysis,"HAGGER, MS;WOOD, C;STIFF, C;CHATZISARANTIS, NLD",PSYCHOL BULL 136 (4): 495-525 JUL 2010,509,2010,NA,,N,,,,,,
WOS:000276928600010,https://dx.doi.org/10.1037/a0018697,MEDLINE:20438238,The Interpersonal Theory Of Suicide,"VAN ORDEN, KA;WITTE, TK;CUKROWICZ, KC;BRAITHWAITE, SR;SELBY, EA;JOINER, TE",PSYCHOL REV 117 (2): 575-600 APR 2010,504,2010,NA,,N,,,,,,
WOS:000284051000034,https://dx.doi.org/10.1038/nature09552,MEDLINE:21068826,Rethinking Schizophrenia,"INSEL, TR",NATURE 468 (7321): 187-193 NOV 11 2010,459,2010,NA,,N,,,,,,
WOS:000277906700012,https://dx.doi.org/10.1146/annurev.clinpsy.121208.131305,MEDLINE:20192795,Cognition And Depression: Current Status And Future Directions,"GOTLIB, IH;JOORMANN, J",ANNU REV CLIN PSYCHOL 6: 285-312 2010,447,2010,NA,,N,,,,,,
WOS:000279089300011,https://dx.doi.org/10.1016/j.tics.2010.04.004,MEDLINE:20493761,Large-Scale Brain Networks In Cognition: Emerging Methods And Principles,"BRESSLER, SL;MENON, V",TRENDS COGN SCI 14 (6): 277-290 JUN 2010,443,2010,NA,,N,,,,,,
WOS:000281495200004,https://dx.doi.org/10.1037/a0020327,MEDLINE:20804236,"Linking Big Personality Traits To Anxiety, Depressive, And Substance Use Disorders: A Meta-Analysis","KOTOV, R;GAMEZ, W;SCHMIDT, F;WATSON, D",PSYCHOL BULL 136 (5): 768-821 SEP 2010,432,2010,NA,,N,,,,,,
WOS:000284051000036,https://dx.doi.org/10.1038/nature09563,MEDLINE:21068828,The Environment And Schizophrenia,"VAN OS, J;KENIS, G;RUTTEN, BPF",NATURE 468 (7321): 203-212 NOV 11 2010,420,2010,NA,,N,,,,,,
WOS:000291533400002,https://dx.doi.org/10.1080/00273171.2011.568786,,An Introduction To Propensity Score Methods For Reducing The Effects Of Confounding In Observational Studies,"AUSTIN, PC",MULTIVARIATE BEHAV RES 46 (3): 399-424 SP. ISS. SI 2011,828,2011,NA,,N,,,,,,
WOS:000287331200023,https://dx.doi.org/10.1146/annurev.psych.093008.131123,MEDLINE:20809790,Thirty Years And Counting: Finding Meaning In The N400 Component Of The Event-Related Brain Potential (Erp),"KUTAS, M;FEDERMEIER, KD",ANNU REV PSYCHOL 62: 621-647 2011,712,2011,NA,,N,,,,,,
WOS:000287295500005,https://dx.doi.org/10.1016/j.tics.2010.11.004,MEDLINE:21167765,Emotional Processing In Anterior Cingulate And Medial Prefrontal Cortex,"ETKIN, A;EGNER, T;KALISCH, R",TRENDS COGN SCI 15 (2): 85-93 FEB 2011,694,2011,NA,,N,,,,,,
WOS:000286986600025,https://dx.doi.org/10.1111/j.1467-8624.2010.01564.x,MEDLINE:21291449,The Impact Of Enhancing Students Social And Emotional Learning: A Meta-Analysis Of School-Based Universal Interventions,"DURLAK, JA;WEISSBERG, RP;DYMNICKI, AB;TAYLOR, RD;SCHELLINGER, KB",CHILD DEVELOP 82 (1): 405-432 JAN-FEB 2011,576,2011,NA,,N,,,,,,
WOS:000290114500002,https://dx.doi.org/10.1001/archgenpsychiatry.2010.189,MEDLINE:21199959,"The Serotonin Transporter Promoter Variant (5-Httlpr), Stress, And Depression Meta-Analysis Revisited Evidence Of Genetic Moderation","KARG, K;BURMEISTER, M;SHEDDEN, K;SEN, S",ARCH GEN PSYCHIAT 68 (5): 444-454 MAY 2011,572,2011,NA,,N,,,,,,
WOS:000291455700001,https://dx.doi.org/10.1037/a0022658,MEDLINE:21500915,Effect Size Measures For Mediation Models: Quantitative Strategies For Communicating Indirect Effects,"PREACHER, KJ;KELLEY, K",PSYCHOL METHODS 16 (2): 93-115 JUN 2011,525,2011,NA,,N,,,,,,
WOS:000293436600004,https://dx.doi.org/10.1016/j.tics.2011.05.002,MEDLINE:21696997,Social Effects Of Oxytocin In Humans: Context And Person Matter,"BARTZ, JA;ZAKI, J;BOLGER, N;OCHSNER, KN",TRENDS COGN SCI 15 (7): 301-309 JUL 2011,460,2011,NA,,N,,,,,,
WOS:000299709900021,https://dx.doi.org/10.1146/annurev-psych-120710-100452,MEDLINE:21838546,Sources Of Method Bias In Social Science Research And Recommendations On How To Control It,"PODSAKOFF, PM;MACKENZIE, SB;PODSAKOFF, NP",ANNU REV PSYCHOL 63: 539-569 2012,551,2012,NA,,N,,,,,,
WOS:000300317400001,https://dx.doi.org/10.3758/s13428-011-0124-6,MEDLINE:21717266,Conducting Behavioral Research On Amazons Mechanical Turk,"MASON, W;SURI, S",BEHAV RES METHODS 44 (1): 1-23 MAR 2012,458,2012,NA,,N,,,,,,
WOS:000299709900001,https://dx.doi.org/10.1146/annurev-psych-120710-100422,MEDLINE:21961947,"Working Memory: Theories, Models, And Controversies","BADDELEY, A",ANNU REV PSYCHOL 63: 1-29 2012,435,2012,NA,,N,,,,,,
WOS:000316527900003,https://dx.doi.org/10.1016/j.jml.2012.11.001,,Random Effects Structure For Confirmatory Hypothesis Testing: Keep It Maximal,"BARR, DJ;LEVY, R;SCHEEPERS, C;TILY, HJ",J MEM LANG 68 (3): 255-278 APR 2013,799,2013,NA,,N,,,,,,
WOS:000316383600007,https://dx.doi.org/10.1146/annurev-psych-113011-143750,MEDLINE:23020641,Executive Functions,"DIAMOND, A",ANNU REV PSYCHOL 64: 135-168 2013,545,2013,NA,,N,,,,,,
WOS:000329486300002,https://dx.doi.org/10.1177/0956797613504966,MEDLINE:24220629,The New Statistics: Why And How,"CUMMING, G",PSYCHOL SCI 25 (1): 7-29 JAN 2014,378,2014,NA,,N,,,,,,
WOS:000334132200006,https://dx.doi.org/10.1016/j.tics.2013.12.003,MEDLINE:24440116,Inhibitrion And The Right Inferior Frontal Cortex: One Decade On,"ARON, AR;ROBBINS, TW;POLDRACK, RA",TRENDS COGN SCI 18 (4): 177-185 APR 2014,247,2014,NA,,N,,,,,,
